row,assumption,what_it_is,how_set_in_model,why_this_choice,source,source_url,assumptions_pdf_url
7,Revenue Growth,Year-over-year % increase in revenue for each forecast year.,Yellow POLICY: 32.0% / 20.0% / 16.0% / 12.0% / 9.0%.,"Branch Process: MODEL14 revenue path = 30%/18%/14.5%/11%/8.5%. MODEL15 = 32%/20%/16%/12%/9% — extends Q3 Scores +41% / B2B +49% mortgage unit-price momentum (https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm). Terminal g 3.5%→3.75%. In Model 14, growth was 30.0%/18.0%/14.5%/11.0%/8.5%; in Model 15 it is 32.0%/20.0%/16.0%/12.0%/9.0% because Q3 Scores +41% / B2B +49% mortgage unit-price momentum (https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm) and royalty $4.95→$10.00.",Equifax / Hawley — FICO 2026 mortgage royalty 2x; EX-99.1 Q3 FY2026 guidance,https://www.equifax.com/newsroom/all-news/-/story/equifax-statement-on-fico-2x-price-increase-for-2026-and-mortgage-direct-license-program/,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
8,COGS % of Revenue,Cost of revenues as a % of sales (gross margin = 1 − this).,"Excel: MAX(8%, segment blended COGS base≈12.98% − 150bps × year). GM_B2B = 97% (Scores OM ~91%).","In Model 14, COGS grind was −120 bps with a 10% floor; in Model 15, grind is −150 bps with floor 8% because IR Scores OM ~91% means Software/PS must not cap the royalty coupon (https://investors.fico.com/static-files/66ef723c-1f2e-4501-a452-ab2f3d02ae85). Branch Process: MODEL14 COGS −120 / SG&A −175 / R&D −50 bps (COGS floor 10%). MODEL15 COGS −150 / SG&A −200 / R&D −75 bps; COGS floor 8%; GM_B2B 97% (Scores OM ~91%). Mortgage royalty $4.95→$10.00.",FICO IR deck — Scores OM ~91%; SEC 10-K Scores unit price,https://investors.fico.com/static-files/66ef723c-1f2e-4501-a452-ab2f3d02ae85,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
9,SG&A % of Revenue,Operating opex (SG&A) as % of sales.,"Equation: MAX(13%, (I28 − 10,922)/I24 − 200bps × year). Strips FY25 restructuring; then −2.00% of sales each year.","In Model 14, SG&A was −175 bps / 14% floor; in Model 15, −200 bps / 13% floor because B2B mortgage royalty hikes need ~0 incremental SG&A (Scores OM ~91%).",FICO IR deck Scores OM; Equifax/Hawley mortgage royalty 2x,https://investors.fico.com/static-files/66ef723c-1f2e-4501-a452-ab2f3d02ae85,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
10,R&D % of Revenue,"Research & development expense as % of sales (IS label: R&D, not Rent).","Excel: MAX(6%, I29/I24 − 75bps × year).","In Model 14, R&D faded −50 bps; in Model 15, −75 bps (floor 6%) because mortgage/B2B royalty dollars require ~0 incremental R&D — do not let Software R&D tax the Scores coupon.",SEC 10-K FY2025 — Research and development; Scores royalty economics,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
11,D&A % of Revenue,Total depreciation & amortization as % of sales (software-industry driver).,Yellow POLICY input: flat 0.84% (3yr FY23–25 avg TOTAL D&A). Forecast DA$ = Revenue × DA%; CF row 63 adds it back once.,MODEL15: TOTAL D&A add-back ≈ 0.84% of Rev (3yr avg). Intangibles amort included once.,SEC companyfacts — DepreciationDepletionAndAmortization (+ AmortizationOfIntangibleAssets),https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
12,Interest % of Debt Open,Interest expense as % of opening debt balance.,Excel equation: I101/I98 (FY25 interest ÷ FY25 opening debt in schedule).,Approximates average coupon / cost of debt on the book. Debt stock follows the net debt issuance assumption (row 19).,SEC 10-K FY2025 — Interest expense; see also 8-K 6.250% notes,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
13,Book Tax Rate (% of EBT),Effective book tax rate applied to forecast EBT → Net Income.,Excel equation: I35/I33 (FY25 tax ÷ simplified FY25 EBT in this template).,Book rate (~19%) remains on the income statement. DCF unlevered cash taxes use a separate cash tax rate (22.87% = 3yr IncomeTaxesPaidNet/EBT). Keep 3yr cash tax IncomeTaxesPaidNet/EBT ≈ 22.87% (not silently cut). Guided book ETR ~24–26% is not a cash-tax shortcut without XBRL support.,SEC 10-K FY2025 — tax expense; cash taxes from IncomeTaxesPaidNet,https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
15,DSO — Accounts Receivable (Days),Days Sales Outstanding. AR = Revenue × DSO / 365.,Yellow POLICY path: phases 97d (FY25 hist) → 32d over 5 years (Y1≈84.0d … Y5=32d). Segment blend ref ≈ 27.5d on schedule row 115 (SaaS 40/B2C 2/B2B 25/PS 12/On-prem 40).,"In Model 14, DSO targeted 35d; in Model 15, target is 32d (MODEL14 rated 7/10) so cash matches Scores settlement / SaaS upfront reality. Branch Process MODEL14→MODEL15: Op NWC = AR+Inv−AP (excludes Deferred) unchanged. DSO target 32d (MODEL14 was 35d) — faster Scores/SaaS cash. ΔDeferred remains an explicit CFO/FCFF source (row 81). No AR/unearned double-count. Deferred stays in Total Liab; +ΔDeferred is explicit in CFO/FCFF (not in Op NWC). FY25 deferred ≈ $187.4M. Detail: https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm.",SEC 10-K FY2025 — AR; Q1 FY2026 deferred detail,https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
16,Inventory (Days),Inventory days (Inv = COGS × days/365).,Hard zero — FICO is software / scores; inventory is immaterial.,No inventory cycle to fund.,SEC 10-K FY2025 — Inventory ≈ $0,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
17,DPO — Accounts Payable (Days),Days Payable Outstanding. AP = COGS × DPO / 365.,"Excel equation: ROUND(I48/I25×365, 0) from FY25; held flat.",MODEL15: DPO pairs with phased DSO for Op NWC = AR+Inv−AP. Deferred is a SEPARATE CFO cash source (row 81) — never mixed into AR/DPO.,SEC 10-K FY2025 — Accounts payable,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel15-d3ac/FICO/output/MODEL15_FICO_ASSUMPTIONS_LIST.pdf
