row,assumption,what_it_is,how_set_in_model,why_this_choice,source,source_url,assumptions_pdf_url
7,Revenue Growth,Year-over-year % increase in revenue for each forecast year.,Yellow POLICY input: 30.0% / 18.0% / 14.5% / 11.0% / 8.5%.,Revenue growth path unchanged vs Model17 (30%/18%/14.5%/11%/8.5%). DCF applies stub scaling to Y1 FCFF only — 3S still builds a full fiscal year for BS integrity.,SEC EX-99.1 Q3 FY2026 — Scores +41% / B2B +49%; FY2026 guidance,https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
8,COGS % of Revenue,Cost of revenues as a % of sales (gross margin = 1 − this).,"Excel: MAX(8%, segment blended COGS base≈12.98% − 120bps × year).",MODEL20 Yacktman: Margins unchanged vs Model17 (COGS −120 / SG&A −175 / R&D −50; floor 8%; GM_B2B 97%). Mix % offset within Total Revenue (not a second revenue stack).,SEC 10-K FY2025 — Scores +$249M YoY 'primarily attributable to a higher unit price',https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
9,SG&A % of Revenue,Operating opex (SG&A) as % of sales.,"Equation: MAX(14%, (I28 − 10,922)/I24 − 175bps × year). Strips FY25 restructuring; then −1.75% of sales each year.","SG&A unchanged vs Model17 (−175 bps/yr, floor 14%) — Scores near-100% incremental margins.",SEC 10-K FY2025 — SG&A + Scores pricing commentary,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
10,R&D % of Revenue,"Research & development expense as % of sales (IS label: R&D, not Rent).","Excel: MAX(7%, I29/I24 − 50bps × year).","R&D unchanged vs Model17 (−50 bps/yr, floor 7%) — royalty price dollars do not require 1:1 R&D.",SEC 10-K FY2025 — Research and development,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
11,D&A % of Revenue,Total depreciation & amortization as % of sales (software-industry driver).,Yellow POLICY input: flat 0.84% (3yr FY23–25 avg TOTAL D&A). Forecast DA$ = Revenue × DA%; CF row 63 adds it back once.,MODEL20: TOTAL D&A ≈ 0.84% of Rev. SBC is a SEPARATE add-back — no double-count.,SEC companyfacts — DepreciationDepletionAndAmortization (+ AmortizationOfIntangibleAssets),https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
12,Interest % of Debt Open,Interest expense as % of opening debt balance.,Excel equation: I101/I98 (FY25 interest ÷ FY25 opening debt in schedule).,Approximates average coupon / cost of debt on the book. Debt stock follows the net debt issuance assumption (row 19).,SEC 10-K FY2025 — Interest expense; see also 8-K 6.250% notes,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
13,Book Tax Rate (% of EBT),Effective book tax rate applied to forecast EBT → Net Income.,Excel equation: I35/I33 (FY25 tax ÷ simplified FY25 EBT in this template).,Book rate (~19%) remains on the income statement. DCF unlevered cash taxes use a separate cash tax rate (22.87% = 3yr IncomeTaxesPaidNet/EBT). Keep cash tax 22.87% (3yr IncomeTaxesPaidNet/EBT). Book ETR ~18.8% used in CAPM Rd(1−T).,SEC 10-K FY2025 — tax expense; cash taxes from IncomeTaxesPaidNet,https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
15,DSO — Accounts Receivable (Days),Days Sales Outstanding. AR = Revenue × DSO / 365.,Yellow POLICY path: phases 97d (FY25 hist) → 28d over 5 years (Y1≈83.2d … Y5=28d). Segment blend ref ≈ 27.5d on schedule row 115 (SaaS 40/B2C 2/B2B 25/PS 12/On-prem 40).,DSO path unchanged vs Model17 (97→28d). DSO path unchanged vs Model17 (97→28d). Op NWC = AR+Inv−AP ONLY. +ΔDeferred is a SEPARATE CFO/FCFF source. No AR/unearned double-count. Source: https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm. Deferred = Rev × (SaaS%+OnPrem%) × (FY25 Def/FY25 soft Rev); +ΔDeferred in CFO row 81. Faster SaaS mix (+300 bps/yr) raises Deferred cash vs Model17 (+250). Detail: https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm.,SEC 10-K FY2025 — AR; Q1 FY2026 deferred detail (R45),https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
16,Inventory (Days),Inventory days (Inv = COGS × days/365).,Hard zero — FICO is software / scores; inventory is immaterial.,No inventory cycle to fund.,SEC 10-K FY2025 — Inventory ≈ $0,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
17,DPO — Accounts Payable (Days),Days Payable Outstanding. AP = COGS × DPO / 365.,"Excel equation: ROUND(I48/I25×365, 0) from FY25; held flat.",MODEL20: DPO pairs with phased DSO for Op NWC = AR+Inv−AP. Deferred is a SEPARATE CFO cash source (row 81) — never mixed into AR/DPO.,SEC 10-K FY2025 — Accounts payable,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
18,CapEx % of Revenue,Capital investment (PPE + capitalized software) as % of sales.,Yellow POLICY path: 0.85% / 0.70% / 0.55% / 0.45% / 0.35% (fade with operating leverage).,MODEL20 Yacktman: Updated CapEx from Model17 (Previous: 1.00% → 0.85% → 0.70% → 0.55% → 0.40%) to Model18 (New: 0.85% → 0.70% → 0.55% → 0.45% → 0.35%) — Scores coupons need ~0 CapEx; Platform is mostly cloud opex not PPE.,SEC 10-K / companyfacts — PPE purchases + capitalized software; fade to maintenance,https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
19,Debt Issuance (Repayment),New borrowing (+) or repayment (−) in the forecast ($000s).,Equation: −(CFO−CapEx) − EquityCF = (1.40−1)×FCF (debt funds buybacks above organic FCF).,MODEL20: Buybacks unchanged vs Model18 (1.40×(CFO−CapEx); debt funds MULT−1). Q3 FY2026 buybacks $1960M vs FCF $370.3M (https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm). Financing is excluded from FCFF.,SEC EX-99.1 Q3 FY2026 — levered buybacks; companyfacts senior notes / LOC,https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
20,Equity Issued (Repaid),New equity issued (+) or buybacks (−) in the forecast BS/CF.,Equation: −1.40×(CFO−CapEx) levered buybacks (hist 3yr avg ≈ $881M/yr; Q3 FY26 >> FCF).,"Buybacks unchanged vs Model17 (1.40× FCF); Y1 DCF share effect stub-scaled. Shares path unchanged vs Model18 (21,597.635k @ $1,149 post–Q3 → Y5 via 1.4×FCF). SBC add-back does NOT dilute; Y1 share reduction uses stub-scaled equity CF (64.66% of year). MODEL20 pairs I16 with D34 debt that includes forecast issuance.",SEC EX-99.1 Q3 FY2026 — buybacks vs FCF; 10-K FY2025 repurchase footnote,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
21,SBC % of Revenue,Stock-based compensation as % of sales; non-cash add-back in CFO and FCFF.,Yellow POLICY fade path: 7.00% / 6.50% / 6.00% / 5.50% / 5.00% (starts at 3yr avg 7.00%).,MODEL20 Yacktman: Updated SBC from Model17 (Previous: fade 8.25% / 7.80% / 7.40% / 7.00% / 6.60%) to Model18 (New: fade 7.00% / 6.50% / 6.00% / 5.50% / 5.00%). Treat SBC with suspicion but not so hard that royalty price-ups are taxed 1:1 with grants. Source: https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json; Scores pricing https://www.sec.gov/Archives/edgar/data/814547/000081454726000031/exhibit991erq32026.htm.,SEC 10-K cash flow — ShareBasedCompensation (add-back only; no share dilution),https://data.sec.gov/api/xbrl/companyfacts/CIK0000814547.json,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
104,Mix % — SaaS / Platform software,Share of Total Revenue from SaaS / cloud software (incl. FICO Platform cloud).,"FY25 base 21.08% (SaaS $419,720k / Total $1,990,869k), then +300 bps/yr taken from on-prem. Platform ARR KPI $263.6M is not additive IS revenue.",Updated SaaS mix shift from Model17 (Previous: +250 bps/yr) to Model20 (New: +300 bps/yr) — Q3 Platform ARR +62% to $413M / SaaS +21%. Deferred → explicit CFO cash (row 81). Source: https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/fico-20251231.htm; EX-99.1 Q3 FY2026.,SEC 10-Q Q1 FY2026 — Deferred revenue / contract liabilities detail,https://www.sec.gov/Archives/edgar/data/814547/000081454726000011/R45.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
105,Mix % — B2C Subscriptions (myFICO),Share of Total Revenue from B2C scoring / myFICO.com subscriptions.,"Yellow POLICY = 11.05% (FY25 B2C Scores $219,980k / Total $1,990,869k).",Near-zero DSO (card-settled consumer subscriptions). Minimal Deferred Revenue vs annual SaaS invoices. High incremental margin; WC-light cash conversion.,SEC 10-K FY2025 — Scores segment B2C / myFICO disaggregation,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
106,Mix % — B2B Scores,"Share of Total Revenue from B2B scoring (mortgage, auto, card via CRAs).","Yellow POLICY = 47.65% (FY25 B2B Scores $948,595k / Total $1,990,869k).",Transactional volume through Experian/TransUnion/Equifax; ~30-day DSO. Does not create SaaS-style Deferred Revenue (usage-based recognition).,SEC 10-K FY2025 — Scores segment B2B disaggregation,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
107,Mix % — Professional Services,Share of Total Revenue from implementation / consulting / training fees.,"Yellow POLICY = 4.13% (FY25 PS $82,149k / Total $1,990,869k).",Upfront integration fees convert cash quickly (low DSO) but carry significantly lower gross margin than software/scores — pulls blended COGS up vs pure SaaS.,SEC 10-K FY2025 — Software segment Professional services line,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm,https://raw.githubusercontent.com/vengeanceaiUSC/Rainmaker/cursor/vengeanceaiusmodel20-d3ac/FICO/output/MODEL20_FICO_ASSUMPTIONS_LIST.pdf
